token	normalised
sic̃	sicut
passer	passer
solitarius	solitarius
in	in
tecto	tecto
.	.
Tota	Tota

die	die
exꝓbrabant	exprobrabant
michi	michi
inimici	inimici
mei	mei
	
et	et
qͥ	qui
laudabant	laudabant
me	me
adu͛sum	aduersum
me	me
iurabãt	iurabant
Quia	Quia
cinerẽ	cinerem
tanquã	tanquam
panẽ	panem
manducabã	manducabam
	
et	et
potũ	potum
meũ	meum
cũ	cum
fletu	fletu
miscebã	miscebam

.	.
A	A
facie	facie
ire	ire
indignatõnis	indignationis
tue	tue
	
quia	quia
eleuans	eleuans
allisisti	allisisti
me	me
.	.
Dies	Dies
mei	mei
sicut	sicut
umbra	umbra
declinauer̃t	declinauerunt
	
et	et
ego	ego
sic̃	sicut
fenũ	fenum
arui	arui
.	.
Tu	Tu

autẽ	autem
dñe	domine
in	in
eternũ	eternum
ꝑmanes	permanes
	
et	et
memoriale	memoriale
tuũ	tuum
in	in
generationẽ	generationem
	et
generatõnẽ	generationem
.	.
Tu	Tu
exurgens	exurgens
misereberis	misereberis
syon	syon
	
quia	quia
tempus	tempus
miserendi	miserendi
eius	eius
quia	quia
uenit	uenit

temp᷒	tempus
.	.
Q̃m	Quoniam
placuer̃t	placuerunt
seruis	seruis
tuis	tuis
lapides	lapides
eius	eius
	
et	et
t͛re	terre
eius	eius
miserebuntur	miserebuntur
.	.
Et	Et
timebunt	timebunt
gentes	gentes
nom̃	nomen
tuũ	tuum
dñe	domine
	
et	et
õs	omnes
reges	reges
t͛re	terre

Scribantur	Scribantur
hec	hec
in	in
generatõne	generatione
alt͛a	altera
	
et	et
ppl̃s	populus
qui	qui
creabitur	creabitur
laudabit	laudabit
dñm	dominum
.	.
Quia	Quia
ꝓspex̃	prospexit
de	de
excelso	excelso
sc̃o	sancto
suo	suo
	
dñs	dominus
de	de
celo	celo
in	in
terrã	terram

aspex̃	aspexit
.	.
Vt	Vt
audiret	audiret
gemitus	gemitus
cõpeditoꝝ	conpeditorum
	
ut	ut
solueret	solueret
filios	filios
interẽptoꝝ	interemptorum
.	.
Vt	Vt
annuntient	annuntient
in	in
syon	syon
nom̃	nomen
dñi	domini
	
et	et
laudẽ	laudem
eius	eius
in	in
ihrl̃m	ierusalem
.	.

In	In
ꝯueniendo	conueniendo
ppl̃os	populos
in	in
unũ	unum
	
et	et
reges	reges
ut	ut
seruiant	seruiant
dño	domino
.	.
Respondit	Respondit
ei	ei
in	in
uia	uia
uirtutis	uirtutis
sue	sue
	
paucitatẽ	paucitatem
dieꝝ	dierum
meoꝝ	meorum
nuntia	nuntia
michi	michi
.	.

Ne	Ne
reuoces	reuoces
me	me
in	in
dimidio	dimidio
dieꝝ	dierum
meoꝝ	meorum
	
in	in
generatõnẽ	generationem
	et
generatõnẽ	generationem
anni	anni
tui	tui
.	.
Initõ	Initio
tu	tu
dñe	domine
terrã	terram
fundasti	fundasti
	
et	et
oꝑa	opera
manuũ	manuum
tuaꝝ	tuarum

sunt	sunt
celi	celi
.	.
Ip̃i	Ipsi
ꝑibunt	peribunt
tu	tu
autẽ	autem
ꝑmanes	permanes
	
et	et
om̃s	omnes
sic̃	sicut
uestim̃tũ	uestimentum
ueterascent	ueterascent
.	.
Et	Et
sic̃	sicut
oꝑtoriũ	opertorium
mutab̃	mutabis
eos	eos
	et
mutabuntur	mutabuntur
	
tu	tu
autẽ	autem

idẽ	idem
ip̃e	ipse
es	es
	
et	et
anni	anni
tui	tui
ñ	non
deficient	deficient
.	.
Filii	Filii
seruoꝝ	seruorum
tuoꝝ	tuorum
habitabũt	habitabunt
	
et	et
sem̃	semen
eoꝝ	eorum
in	in
scl̃m	seculum
dirigetur	dirigetur
.	.
matut.	matutinum
ͦ	o
noc.	nocturno

Domine	Domine
exaudi	exaudi
or̃onem	orationem
meam	meam
	
	et
clamor	clamor
meus	meus
ad	ad
te	te
ueniat	ueniat
.	.
Non	Non
au͛tas	auertas
faciem	faciem
tuam	tuam
a	a
me	me
	
in	in
qͣcũq	quacumque
die	die
tribulor	tribulor
inclina	inclina
ad	ad

me	me
aurem	aurem
tuam	tuam
.	.
In	In
qͣcũq	quacumque
die	die
inuocau͛o	inuocauero
te	te
	
uelocit͛	uelociter
exaudi	exaudi
me	me
.	.
Quia	Quia
defecer̃t	defecerunt
sicut	sicut
fumus	fumus
dies	dies
mei	mei
	
	et
ossa	ossa
mea	mea
sicut	sicut

cremium	cremium
aruerunt	aruerunt
.	.
Percussus	Percussus
sum	sum
ut	ut
fenum	fenum
	et
aruit	aruit
cor	cor
meum	meum
	
quia	quia
oblitus	oblitus
sum	sum
comed͛e	comedere
panem	panem
meum	meum
.	.
A	A
uoce	uoce
gemitus	gemitus
mei	mei
	
adhesit	adhesit

os	os
meum	meum
carni	carni
mee	mee
.	.
Similis	Similis
fc̃s	factus
sum	sum
pellicano	pellicano
solitudinis	solitudinis
	
fc̃s	factus
sum	sum
sicut	sicut
niͨticorax	nicticorax
in	in
domicilio	domicilio
.	.
Vigilaui	Vigilaui
	
	et
fc̃s	factus
sum	sum
sicut	sicut
passer	passer

sollitarius	sollitarius
in	in
tecto	tecto
.	.
Tota	Tota
die	die
exꝓbrabant	exprobrabant
mͥ	michi
inimici	inimici
mei	mei
	
	et
qui	qui
laudabant	laudabant
me	me
adu͛sum	aduersum
me	me
iurabant	iurabant
Quia	Quia
cinerẽ	cinerem
tanqͣm	tanquam
panem	panem
manducabam	manducabam
	
	et

poculum	poculum
meum	meum
cum	cum
fletu	fletu
miscebam	miscebam
.	.
A	A
facie	facie
ire	ire
indignationis	indignationis
tue	tue
	
qͥa	quia
eleuans	eleuans
allisisti	allisisti
me	me
Dies	Dies
mei	mei
sicut	sicut
umbra	umbra
declinauer̃t	declinauerunt
	
	et
ego	ego
sicut	sicut

fenum	fenum
arui	arui
.	.
Tu	Tu
autem	autem
dñe	domine
in	in
et͛num	eternum
permanes	permanes
	
	et
memoriale	memoriale
tuum	tuum
in	in
gen͛ationẽ	generationem
	et
gen͛ationem	generationem
.	.
Tu	Tu
exsurgens	exsurgens
domine	domine
misereberis	misereberis
syon	syon
	
qͥa	quia

tempus	tempus
miserendi	miserendi
eius	eius
qͥa	quia
uenit	uenit
tempus	tempus
.	.
Q̃m	Quoniam
placuerunt	placuerunt
seruis	seruis
tuis	tuis
lapides	lapides
eius	eius
	
	et
t͛re	terre
eius	eius
miserebuntur	miserebuntur
.	.
Et	Et
timebunt	timebunt
gentes	gentes
nomen	nomen
tuum	tuum
dñe	domine

	
	et
om̃s	omnes
reges	reges
t͛re	terre
gl̃am	gloriam
tuam	tuam
Qͥa	Quia
edificauit	edificauit
dñs	dominus
syon	syon
	
	et
uidebitur	uidebitur
in	in
gl̃ia	gloria
sua	sua
Respexit	Respexit
in	in
or̃onem	orationem
humilium	humilium
	
	et
ñ	non
spreuit	spreuit

precem	precem
eoꝝ	eorum
.	.
Scribantur	Scribantur
hec	hec
in	in
gen͛atione	generatione
altera	altera
	
	et
ppl̃s	populus
qui	qui
creabitur	creabitur
laudabit	laudabit
dñm	dominum
Qͥa	Quia
ꝓspexit	prospexit
de	de
excelso	excelso
sc̃o	sancto
suo	suo
	
dñs	dominus
de	de
celo	celo

in	in
t͛ram	terram
aspexit	aspexit
.	.
Vt	Vt
audiret	audiret
gemitus	gemitus
cõpeditoꝝ	conpeditorum
	
ut	ut
solueret	solueret
filios	filios
interemptorum	interemptorum
.	.
Vt	Vt
annuncient	annuncient
in	in
syon	syon
nomen	nomen
dñi	domini
	
	et
laudem	laudem
ei᷒	eius
in	in

ierl̃m	ierusalem
.	.
In	In
ꝯueniendo	conueniendo
populos	populos
in	in
unum	unum
	
	et
reges	reges
ut	ut
seruiant	seruiant
dño	domino
Respondit	Respondit
ei	ei
in	in
uia	uia
uirtutis	uirtutis
sue	sue
	
paucitatem	paucitatem
dierum	dierum
meoꝝ	meorum
nuncia	nuncia
mͥ	michi

.	.
Ne	Ne
reuoces	reuoces
me	me
in	in
dimidio	dimidio
dierum	dierum
meoꝝ	meorum
	
in	in
generationẽ	generationem
	et
gen͛ationem	generationem
anni	anni
tui	tui
.	.
Initio	Initio
tu	tu
dñe	domine
t͛ram	terram
fũdasti	fundasti
	
	et
opera	opera
manuum	manuum

tuaꝝ	tuarum
sunt	sunt
celi	celi
.	.
Ipsi	Ipsi
peribunt	peribunt
tu	tu
autem	autem
permanes	permanes
	
	et
om̃s	omnes
sicut	sicut
uestimentum	uestimentum
ueterascent	ueterascent
.	.
Et	Et
sicut	sicut
opertorium	opertorium
mutabis	mutabis
eos	eos
	et
mutabuntur	mutabuntur
	
tu	tu

autem	autem
idem	idem
ip̃e	ipse
es	es
	
	et
anni	anni
tui	tui
ñ	non
deficient	deficient
Filii	Filii
seruorum	seruorum
tuoꝝ	tuorum
h̃itabunt	habitabunt
	
	et
sem̃	semen
eoꝝ	eorum
in	in
scl̃m	seculum
dirigetur	dirigetur
.	.
DOmine	DOmine
exaudi	exaudi
orationem	orationem

meã	meam
	
	et
clamor	clamor
meus	meus
ad	ad
te	te
ueniat	ueniat
Non	Non
au͛tas	auertas
faciem	faciem
tuam	tuam
a	a
me	me
	
ĩ	in
quacũq	quacumque
die	die
tribulor	tribulor
inclina	inclina
ad	ad
me	me
aurẽ	aurem
tuã	tuam
.	.

In	In
qͣcunq	quacunque
die	die
inuocauero	inuocauero
te	te
	
uelocit͛	uelociter
exaudi	exaudi
me	me
.	.
Quia	Quia
defecerunt	defecerunt
sicut	sicut
fum᷒	fumus
dies	dies
mei	mei
	
	et
ossa	ossa
mea	mea
sicut	sicut
cremiũ	cremium
aruerunt	aruerunt
.	.
Percuss᷒	Percussus

sum	sum
ut	ut
fenũ	fenum
	et
aruit	aruit
cor	cor
meũ	meum
	
qͥa	quia
oblitus	oblitus
sum	sum
comedere	comedere
panẽ	panem
meũ	meum
.	.
A	A
uoce	uoce
gemitus	gemitus
mei	mei
	
adhesit	adhesit
os	os
meũ	meum
carni	carni
mee	mee

	et
memoriale	memoriale
tuum	tuum
ĩ	in
generatione	generatione
	et
generationem	generationem
Tu	Tu
exulgens	exulgens
dñe	domine
misereberis	misereberis
syon	syon
	
qͥa	quia
tẽpus	tempus
miserẽdi	miserendi
ei᷒	eius
quia	quia
uenit	uenit
tempus	tempus
Q̃n	Quoniam
placuerunt	placuerunt
seruus	seruus
tuus	tuus
lapides	lapides

ei᷒	eius
	et
t͛re	terre
ei᷒	eius
miserebunt͛	miserebunter
.	.
Et	Et
timebunt	timebunt
gentes	gentes
nomen	nomen
tuum	tuum
dñe	domine
	
	et
om̃s	omnes
reges	reges
t͛re	terre
gloriam	gloriam
tuam	tuam
Quia	Quia
edificauit	edificauit
dñs	dominus
syon	syon
	
	et

uidebit᷑	uidebitur
in	in
gloria	gloria
sua	sua
.	.
Respexit	Respexit
ĩ	in
orationem	orationem
humiliũ	humilium
	et
ñ	non
spreuit	spreuit
cem	precem
eoꝝ	eorum
Scribantur	Scribantur
hec	hec
ĩ	in
generatione	generatione
altera	altera
	
	et
ppl̃s	populus
qͥ	qui
creabit᷑	creabitur
lauda	lauda

bit	bit
dñm	dominum
Quia	Quia
prospexit	prospexit
de	de
excelso	excelso
sc̃o	sancto
suo	suo
dñs	dominus
de	de
celo	celo
in	in
terram	terram
aspexit	aspexit
.	.
Vt	Vt
audiret	audiret
gemitus	gemitus
ꝯpeditoꝝ	conpeditorum
ut	ut
solueret	solueret
filios	filios
interentorũ	interentorum
.	.
Vt	Vt

annũciant	annunciant
in	in
syon	syon
nomẽ	nomen
dñi	domini
	
	et
laudem	laudem
ei᷒	eius
ĩ	in
iherusalẽ	iherusalem
.	.
In	In
cõuertando	conuertando
ppl̃os	populos
ĩ	in
unũ	unum
	
	et
reges	reges
ut	ut
seruiant	seruiant
dño	domino
Respondit	Respondit
ei	ei

in	in
uia	uia
uirtutis	uirtutis
sue	sue
	
paucitatẽ	paucitatem
dierũ	dierum
meoꝝ	meorum
nuntia	nuntia
mͥ	michi
Ne	Ne
reuoces	reuoces
me	me
ĩ	in
dimidio	dimidio
dierũ	dierum
meoꝝ	meorum
ĩ	in
generatione	generatione
	et
ge	ge
nerationem	nerationem
anni	anni
tui	tui
Initio	Initio

mutabis	mutabis
eos	eos
	et
mutabunt᷑	mutabuntur
tu	tu
autẽ	autem
idem	idem
ipse	ipse
es	es
et	et
anni	anni
tui	tui
nõ	non
deficiẽt	deficient
Filii	Filii
seruoꝝ	seruorum
tuoꝝ	tuorum
habitabũt	habitabunt
	et
semen	semen
eoꝝ	eorum
ĩ	in
scl̃m	seculum
diriget᷑	dirigetur
.	.

Dñe	Domine
exaudi	exaudi
or̃onem	orationem
meam	meam
:	:
et	et
clamor	clamor
meus	meus
ad	ad
te	te
ueniat	ueniat
.	.
Non	Non
auertas	auertas
faciem	faciem
tuama	tuama
me	me
:	:
ĩ	in
qͣcũq	quacumque
die	die
tribulor	tribulor
ĩclina	inclina
ad	ad
aurẽ	aurem

tuam	tuam
.	.
In	In
qͣcũq	quacumque
die	die
trib	trib
ĩuocauero	inuocauero
te	te
:	:
uelociter	uelociter
exaudi	exaudi
me	me
.	.
Quia	Quia
defecerũt	defecerunt
sicut	sicut
fumus	fumus
dies	dies
mei	mei
:	:
et	et
ossa	ossa
mea	mea
sicut	sicut
cremiũ	cremium

aruerunt	aruerunt
.	.
Percussus	Percussus
sum	sum
ut	ut
fenũ	fenum
et	et
aruit	aruit
cor	cor
meum	meum
:	:
quia	quia
oblitus	oblitus
sũ	sum
comedere	comedere
panem	panem
meũ	meum
.	.
A	A
uoce	uoce
gemit	gemitus
sũ	sum
mei	mei
adhesit	adhesit
os	os

tecto	tecto
.	.
Tota	Tota
die	die
exprobabant	exprobabant
mͥ	michi
ĩmici	inimici
mei	mei
:	:
	et
	et
qui	qui
laudabant	laudabant
me	me
adu͛sũ	aduersum
me	me
iurabãt	iurabant
.	.
Quia	Quia
cinerem	cinerem
tanꝙͣ	tanquam
panem	panem
mãducabã	manducabam
:	:
	et

poculũ	poculum
meu	meum
cũ	cum
fletu	fletu
missebã	missebam
.	.
A	A
facie	facie
ire	ire
ĩdignacõnis	indignacionis
tue	tue
:	:
	quia
eleuãs	eleuans
allisisti	allisisti
me	me
.	.
Dies	Dies
mei	mei
sicut	sicut
ũbra	umbra
declinauerũt	declinauerunt
:	:
	et
ego	ego

sicut	sicut
fenũ	fenum
arui	arui
.	.
Tu	Tu
aut̃	autem
dñe	domine
ĩ	in
et͛nũ	eternum
ꝑmanes	permanes
:	:
et	et
memoriale	memoriale
tuũ	tuum
ĩ	in
ge	ge
neratõne	neratione
et	et
generatõnem	generationem
Tu	Tu
exurgens	exurgens
dñe	domine
miẜeberis	misereberis
syon	syon
:	:

	quia
tp̃s	tempus
miẜendi	miserendi
ei	eius
	quia
uenit	uenit
temp	tempus
.	.
Q̃m	Quoniam
placuerũt	placuerunt
ẜuis	seruis
tuis	tuis
lapides	lapides
ei	eius
:	:
et	et
t͛re	terre
eius	eius
miẜebũtur	miserebuntur
.	.
Et	Et
timebũt	timebunt
gentes	gentes
nomẽ	nomen
tuũ	tuum

dñe	domine
:	:
	et
õs	omnes
reges	reges
t͛re	terre
gl̃iam	gloriam
tuam	tuam
.	.
Quia	Quia
edificauit	edificauit
domin	dominus
syon	syon
:	:
et	et
uidebit᷑	uidebitur
ĩ	in
gl̃ia	gloria
sua	sua
.	.
Respexit	Respexit
ĩ	in
or̃onem	orationem
hũiliũ	humilium
:	:

et	et
non	non
suit	spreuit
ces	preces
eoꝝ	eorum
.	.
Scribantur	Scribantur
hͨ	hec
ĩ	in
gen͛atione	generatione
alt͛a	altera
:	:
et	et
ppl̃s	populus
qui	qui
creabit᷑	creabitur
laudabit	laudabit
dñm	dominum
Quia	Quia
ꝓspeͨxit	prospecxit
de	de
excelso	excelso
sc̃o	sancto
suo	suo
:	:

dñs	dominus
de	de
celo	celo
ĩ	in
t͛ram	terram
aspexit	aspexit
.	.
Ut	Ut
audiret	audiret
gemit	gemitus
ꝯpeditorũ	conpeditorum
:	:
ut	ut
solueret	solueret
filios	filios
ĩt͛emtoꝝ	interemtorum
.	.
Ut	Ut
ãnuncient	annuncient
ĩ	in
syon	syon
nomẽ	nomen
dñi	domini
:	:
et	et

laudem	laudem
suam	suam
in	in
ihrl̃m	ierusalem
.	.
In	In
ꝯuertendo	conuertendo
populos	populos
in	in
unũ	unum
:	:
	et
reges	reges
ut	ut
ẜuiant	seruiant
dño	domino
Respõdit	Respondit
ei	ei
ĩ	in
uia	uia
uͥtutis	uirtutis
sue	sue
:	:
paucietatem	paucietatem
dierũ	dierum

meorũ	meorum
nũcia	nuncia
mͥ	michi
.	.
Ne	Ne
reuoces	reuoces
me	me
ĩ	in
dimidio	dimidio
dieꝝ	dierum
meoꝝ	meorum
:	:
ĩ	in
gen͛atõne	generatione
	et
generatõnem	generationem
ani	ani
tui	tui
.	.
inicio	inicio
tu	tu
dñe	domine
t͛ram	terram
fundasti	fundasti
:	:

et	et
opera	opera
manuũ	manuum
tuaꝝ	tuarum
sũt	sunt
celi	celi
.	.
Ip̃i	Ipsi
peribũt	peribunt
tu	tu
aut̃	autem
permanes	permanes
:	:
et	et
õs	omnes
sicut	sicut
uestimẽtũ	uestimentum
ueterascẽt	ueterascent
.	.
Et	Et
sicut	sicut
opertoriũ	opertorium
mutab̃	mutabis
eos	eos
:	:

et	et
mutabũtur	mutabuntur
tu	tu
aut̃	autem
idem	idem
ip̃e	ipse
es	es
:	:
et	et
ãni	anni
tui	tui
nõ	non
deficient	deficient
.	.
Filii	Filii
ẜuorum	seruorum
tuoꝝ	tuorum
h̃itabũt	habitabunt
:	:
et	et
semen	semen
eoꝝ	eorum
ĩ	in
scl̃ꝫ	seculuꝫ
diriget᷑	dirigetur

.	.
ps̃	psalmus
Domine	Domine
exaudi	exaudi
or̃onẽ	orationem
meã	meam
	
	et
clamor	clamor
m̃s	meus
ad	ad
te	te
uẽiat	ueniat
Non	Non
au͛tas	auertas
faciẽ	faciem
tuam	tuam
a	a
me	me
	
ĩ	in
quac̃q	quacumque
die	die
tribl̃or	tribulor
ĩclina	inclina

ad	ad
me	me
aurem	aurem
tuã	tuam
In	In
quacũq	quacumque
die	die
ĩuocau͛o	inuocauero
te	te
	
uelociter	uelociter
ex	ex
audi	audi
me	me
Quia	Quia
deffecer̃t	deffecerunt
sic̃	sicut
fumus	fumus
dies	dies
mei	mei
	
	et
ossa	ossa
m̃a	mea
sic̃	sicut

cremiũ	cremium
aruer̃t	aruerunt
Percussus	Percussus
sũ	sum
ut	ut
fenũ	fenum
.	.
	et
aruit	aruit
cor	cor
meũ	meum
	
	quia
oblitus	oblitus
sũ	sum
comedere	comedere
panẽ	panem
meũ	meum
A	A
uoce	uoce
gemitus	gemitus
mei	mei
	
adhesit	adhesit
os	os

meũ	meum
carni	carni
m̃e	mee
Similis	Similis
fc̃us	factus
sũ	sum
pellicano	pellicano
solitudĩs	solitudinis
	
fc̃us	factus
sũ	sum
sicut	sicut
niticorax	niticorax
ĩ	in
domicilio	domicilio
.	.
Uigilaui	Uigilaui
	
	et
fc̃us	factus
sũ	sum
sic̃	sicut
passer	passer
solitarius	solitarius
ĩ	in

tecto	tecto
Tota	Tota
die	die
exꝓbrabãt	exprobrabant
mͥ	michi
ĩimici	inimici
m̃i	mei
	
	et
qͥ	qui
laudabãt	laudabant
me	me
adu͛sũ	aduersum
m̃	me
iurabãt	iurabant
Qꝛ	Quia
cinerẽ	cinerem
tanꝙͣ	tanquam
panem	panem
mãducabã	manducabam
	
	et
potum	potum
meũ	meum
cũ	cum

fletu	fletu
misceba	miscebam
.	.
facie	facie
ire	ire
ĩdignatõis	indignationis
tue	tue
	
	quia
eleuãs	eleuans
allisisti	allisisti
me	me
Dies	Dies
mei	mei
sic̃	sicut
umbra	umbra
declinauer̃t	declinauerunt
	
	et
ego	ego
sic̃	sicut
fenũ	fenum
arui	arui
Tu	Tu
ãt	autem

dñe	domine
ĩ	in
et͛num	eternum
ꝑmanes	permanes
	
	et
memoriale	memoriale
tuũ	tuum
in	in
gen͛atione	generatione
	et
gen͛ationẽ	generationem
.	.
Tu	Tu
exurgẽs	exurgens
miẜeberis	misereberis
syon	syon
	
	quia
tempus	tempus
miserendi	miserendi
ei	eius
.	.
	quia
uẽit	uenit

tẽpus	tempus
Q̃m	Quoniam
placuer̃t	placuerunt
seruis	seruis
tuis	tuis
lapides	lapides
eius	eius
	
	et
t͛re	terre
eius	eius
miserebũtur	miserebuntur
Et	Et
tĩebũt	timebunt
gentes	gentes
nomẽ	nomen
tuum	tuum
dñe	domine
	
	et
om̃s	omnes
reges	reges
t͛re	terre
gl̃iam	gloriam
tuã	tuam

.	.
Qꝛ	Quia
hedificabit	hedificabit
dñs	dominus
syon	syon
	
	et
uidebit᷑	uidebitur
ĩ	in
gl̃ia	gloria
sua	sua
Respexit	Respexit
ĩ	in
or̃one	orationem
hũiliũ	humilium
	
et	et
non	non
spreuit	spreuit
ces	preces
eoꝝ	eorum
Scribant᷑	Scribantur
hec	hec
ĩ	in
gen͛atõe	generatione

altera	altera
	
	et
ppl̃s	populus
qͥ	qui
creabit᷑	creabitur
laudabit	laudabit
dñm	dominum
Qꝛ	Quia
ꝓspex̃	prospexit
de	de
excelso	excelso
sc̃o	sancto
suo	suo
	
dñs	dominus
de	de
celo	celo
ĩ	in
terrã	terram
aspexit	aspexit
Ut	Ut
audiret	audiret
gemit	gemitus
conpeditoꝝ	conpeditorum

	
ut	ut
solueret	solueret
filios	filios
interẽptoꝝ	interemptorum
Et	Et
ãnũtiẽt	annuntient
ĩ	in
syõ	syon
nomen	nomen
dñi	domini
	
	et
laudem	laudem
ei	eius
ĩ	in
ihrl̃m	ierusalem
In	In
cõueniẽdo	conueniendo
ppl̃os	populos
ĩ	in
unũ	unum
	
et	et
reges	reges

ut	ut
ẜuiant	seruiant
doͦ	domino
.	.
Respondit	Respondit
ei	ei
ĩ	in
uia	uia
uͥtutis	uirtutis
sue	sue
	
paucitatẽ	paucitatem
dierũ	dierum
meorũ	meorum
nũcia	nuncia
mͥ	michi
Ne	Ne
reuoces	reuoces
me	me
ĩ	in
dimidio	dimidio
dierũ	dierum
m̃oꝝ	meorum
	
ĩ	in

gñone	generatione
	et
gen͛atõnẽ	generationem
ãni	anni
tui	tui
Inicio	Inicio
tu	tu
dñe	domine
t͛ram	terram
fũdasti	fundasti
	
	et
opera	opera
manuũ	manuum
tuarũ	tuarum
sũt	sunt
celi	celi
Ip̃i	Ipsi
peribũt	peribunt
.	.
tu	tu
ãt	autem
ꝑmanes	permanes
	
	et

õs	omnes
sic̃	sicut
uestimẽtũ	uestimentum
ueterascent	ueterascent
.	.
Et	Et
sic̃	sicut
oꝑtoriũ	opertorium
mutabis	mutabis
eos	eos
et	et
mutabunt᷑	mutabuntur
	
tu	tu
aut̃	autem
idem	idem
ip̃e	ipse
es	es
.	.
	et
ãni	anni
tui	tui
nõ	non
defficiẽt	defficient
Filii	Filii

ẜuoꝝ	seruorum
tuoꝝ	tuorum
h̃itabũt	habitabunt
	
	et
semẽ	semen
eoꝝ	eorum
ĩ	in
scl̃m	seculum
dirigetur	dirigetur
.	.
Dñe	Domine
exaudi	exaudi
or̃onẽ	orationem
meã	meam
.	.
	et
clamor	clamor
m̃s	meus
ad	ad
te	te
veniat	veniat
.	.
Ne	Ne
au͛tas	auertas

faciẽ	faciem
tuã	tuam
a	a
me	me
.	.
ĩ	in
quacũq	quacunque
die	die
tͥbulor	tribulor
inclina	inclina
ad	ad
me	me
aurẽ	aurem
tuã	tuam
.	.
In	In
quacũq	quacunque
die	die
inuocau͛o	inuocauero
te	te
.	.
uelocit͛	uelociter
exaudi	exaudi
me	me
.	.

Qͥa	Quia
defecer̃t	defecerunt
sic̃	sicut
fum᷒	fumus
dies	dies
mei	mei
.	.
⁊	et
ossa	ossa
m̃a	mea
sic̃	sicut
creminũ	creminum
aruerũt	aruerunt
.	.
Percussus	Percussus
sũ	sum
ut	ut
fenũ	fenum
⁊	et
aruit	aruit
cor	cor
meͫ	meum
.	.
	quia
oblitus	oblitus

sũ	sum
comedere	comedere
panẽ	panem
meũ	meum
.	.
A	A
uoce	uoce
gemit᷒	gemitus
mei	mei
adhesit	adhesit
os	os
meũ	meum
car	car
ni	ni
mee	mee
Similis	Similis
fc̃s	factus
sũ	sum
pellicano	pellicano
solitudĩs	solitudinis
.	.
fc̃s	factus
sũ	sum
sic̃	sicut
nicticorax	nicticorax

ĩ	in
domici.	domicilio
.	.
Uigilaui	Uigilaui
⁊	et
fc̃s	factus
sũ	sum
sic̃	sicut
pass͛	passer
solitari᷒	solitarius
ĩ	in
tec.	tecto
Tota	Tota
die	die
exꝓbrabant	exprobrabant
mͥ	michi
ĩimici	inimici
m̃i	mei
.	.
⁊	et
qui	qui
laudabãt	laudabant
adu͛sũ	aduersum
me	me
iurabant	iurabant

.	.
Qͥa	Quia
cinerẽ	cinerem
tãꝙͣ	tanquam
panẽ	panem
manducabã	manducabam
.	.
⁊	et
poculũ	poculum
meũ	meum
cũ	cum
fletu	fletu
miscebã	miscebam
.	.
A	A
facie	facie
ire	ire
indignationis	indignationis
tue	tue
.	.
	quia
eleuãs	eleuans
allisisti	allisisti
me	me
.	.

Dies	Dies
mei	mei
sic̃	sicut
ũbra	umbra
declinauerunt	declinauerunt
.	.
⁊	et
eͦ	ego
sicut	sicut
fenũ	fenum
arui	arui
.	.
Tu	Tu
aũ	autem
dñe	domine
ĩ	in
et͛nũ	eternum
ꝑmanẽs	permanens
⁊	et
memoriale	memoriale
tuũ	tuum
in	in
generatõe	generatione
⁊	et
gñationẽ	generationem

.	.
Tu	Tu
exurgẽs	exurgens
mise͛b̃is	misereberis
syon	syon
.	.
	quia
temp᷒	tempus
miserendi	miserendi
ei᷒	eius
	quia
ue	ue
nit	nit
tp̃s	tempus
Q̃m	Quoniam
placuer̃t	placuerunt
s͛uis	seruis
tuis	tuis
.	.
⁊	et
lapides	lapides
eius	eius
⁊	et
t͛re	terre
eius	eius

miserebunt᷑	miserebuntur
.	.
Et	Et
timeb̃t	timebunt
g̃s	gentes
nom̃	nomen
tuũ	tuum
dñe	domine
.	.
⁊	et
õs	omnes
reges	reges
t͛re	terre
gl̃am	gloriam
tuã	tuam
.	.
Qͥa	Quia
edificabit	edificabit
dñs	dominus
syõ	syon
.	.
⁊	et
uidebr̃	uidebitur
ĩ	in
gl̃a	gloria

s.	sua
Respex̃	Respexit
in	in
or̃onem	orationem
hũilium	humilium
.	.
⁊	et
ñ	non
spreuit	spreuit
precem	precem
eoꝝ	eorum
.	.
Scribant᷑	Scribantur
hec	hec
in	in
generatõe	generatione
alt͛a	altera
.	.
⁊	et
ppl̃s	populus
qͥ	qui
creabr̃	creabitur
laudabͭ	laudabit
doͫ	dominum
Qͥa	Quia

ꝓspexit	prospexit
de	de
excelso	excelso
sc̃o	sancto
suo	suo
.	.
dñs	dominus
de	de
celo	celo
in	in
t͛ram	terram
aspexit	aspexit
.	.
Ut	Ut
audiret	audiret
gemit᷒	gemitus
cõpeditoꝝ	conpeditorum
.	.
ũ	ut
solu͛et	solueret
filios	filios
int͛emptoꝝ	interemptorum
.	.
Ut	Ut
annuntiẽt	annuntient

ĩ	in
syõ	syon
nom̃	nomen
doͥ	domini
.	.
⁊	et
laudẽ	laudem
ei᷒	eius
ĩ	in
ierͫ	ierusalem
In	In
ꝯueniendo	conueniendo
ppl̃os	populos
in	in
unũ	unum
.	.
⁊	et
reges	reges
ũ	ut
s͛uiãt	seruiant
dño	domino
.	.
Respondit	Respondit
ei	ei
ĩ	in

